area_type,availability,location,size,total_sqft,bath,balcony,price,avg_price_per_sqft,total_sqft_num,bhk
Built-up  Area,18-Dec,Electronic City,1 BHK,1090,2.0,1.0,59.63,5471.0,1090.0,1.0
Plot  Area,Ready To Move,Sarvabhouma Nagar,5 Bedroom,1500,5.0,2.0,80.56,5371.0,1500.0,5.0
Super built-up  Area,18-Dec,Jakkur,3 BHK,1660,3.0,2.0,105.68,6366.0,1660.0,3.0
Super built-up  Area,Ready To Move,Nagavara,2 BHK,1247,2.0,1.0,60.03,4814.0,1247.0,2.0
Super built-up  Area,18-May,Thanisandra,3 BHK,1595,3.0,2.0,134.73,8447.0,1595.0,3.0
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1175,2.0,2.0,110.18,9377.0,1175.0,2.0
Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,1184,2.0,1.0,88.99,7516.0,1184.0,2.0
Super built-up  Area,Ready To Move,Byrasandra,2 BHK,1100,2.0,2.0,58.18,5289.0,1100.0,2.0
Plot  Area,18-Apr,Kaval Byrasandra,2 Bedroom,935,2.0,0.0,48.32,5168.0,935.0,2.0
Built-up  Area,Ready To Move,Yelahanka,2 BHK,1200,2.0,2.0,96.88,8073.0,1200.0,2.0
Plot  Area,Ready To Move,Rajaji Nagar,5 Bedroom,2400,5.0,1.0,364.85,15202.0,2400.0,5.0
Super built-up  Area,Ready To Move,Neelamangala,2 BHK,1000,2.0,1.0,49.74,4974.0,1000.0,2.0
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1000,2.0,0.0,41.15,4115.0,1000.0,2.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1705,3.0,2.0,130.21,7637.0,1705.0,3.0
Built-up  Area,Ready To Move,Tumkur Road,3 BHK,1060,2.0,2.0,67.31,6350.0,1060.0,3.0
Plot  Area,Ready To Move,Chikka Tirupathi,4 Bedroom,2325,4.0,1.0,105.76,4549.0,2325.0,4.0
Super built-up  Area,17-Mar,Kammagondahalli,3 BHK,1347,2.0,2.0,54.73,4063.0,1347.0,3.0
Super built-up  Area,17-Dec,Varthur,2 BHK,1402,2.0,2.0,124.47,8878.0,1402.0,2.0
Super built-up  Area,18-Oct,Whitefield,3 BHK,2280,4.0,2.0,225.26,9880.0,2280.0,3.0
Super built-up  Area,Ready To Move,Whitefield ECC Road,2 BHK,1225,2.0,2.0,73.4,5992.0,1225.0,2.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1080,2.0,1.0,52.89,4897.0,1080.0,2.0
Built-up  Area,18-Apr,Koppa,7 Bedroom,4000,7.0,,100.64,2516.0,4000.0,7.0
Super built-up  Area,Ready To Move,Lavelle Road,3 BHK,1919,3.0,0.0,297.21,15488.0,1919.0,3.0
Built-up  Area,Ready To Move,Begur Road,2 BHK,1100,2.0,2.0,78.63,7148.0,1100.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,2500,4.0,3.0,149.93,5997.0,2500.0,4.0
Super built-up  Area,22-Jan,Bannerghatta Road,2 BHK,1200,2.0,2.0,101.63,8469.0,1200.0,2.0
Super built-up  Area,Ready To Move,Begur Road,3 BHK,1565,2.0,2.0,112.09,7162.0,1565.0,3.0
Plot  Area,18-Apr,Maruthi nagar kogilu,2 Bedroom,1200,3.0,0.0,79.81,6651.0,1200.0,2.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1581,3.0,3.0,82.62,5226.0,1581.0,3.0
Super built-up  Area,18-Dec,Whitefield,4 BHK,2882,5.0,1.0,277.25,9620.0,2882.0,4.0
Super built-up  Area,Ready To Move,Krishna Reddy Layout,3 BHK,2180,3.0,3.0,278.1,12757.0,2180.0,3.0
Built-up  Area,Ready To Move,Nagasandra,4 Bedroom,7000,8.0,,489.37,6991.0,7000.0,4.0
Super built-up  Area,Ready To Move,Abbigere,2 BHK,985,2.0,1.0,39.86,4047.0,985.0,2.0
Built-up  Area,Ready To Move,Sarjapur,2 BHK,950,2.0,2.0,87.34,9194.0,950.0,2.0
Super built-up  Area,Ready To Move,Jai Bheema Nagar,2 BHK,1339,2.0,2.0,58.42,4363.0,1339.0,2.0
Super built-up  Area,Ready To Move,Ayappa Nagar,3 BHK,1449,3.0,1.0,61.64,4254.0,1449.0,3.0
Plot  Area,Ready To Move,Chikkasandra,4 Bedroom,1200,4.0,2.0,105.5,8792.0,1200.0,4.0
Super built-up  Area,18-May,Brindavan Layout,2 BHK,1100,2.0,2.0,56.06,5096.0,1100.0,2.0
Super built-up  Area,Ready To Move,Hoskote,2 BHK,929 - 1078,2.0,0.0,34.38,3426.0,1003.5,2.0
Built-up  Area,Ready To Move,Kaval Byrasandra,3 Bedroom,2700,3.0,2.0,139.05,5150.0,2700.0,3.0
Super built-up  Area,Ready To Move,Billamaranahalli,2 BHK,1100,2.0,3.0,57.07,5188.0,1100.0,2.0
Built-up  Area,18-Dec,Electronic City,2 BHK,1140,2.0,1.0,67.15,5890.0,1140.0,2.0
Plot  Area,Ready To Move,Sarjapur,3 Bedroom,3009,3.0,2.0,285.01,9472.0,3009.0,3.0
Super built-up  Area,Ready To Move,Hanumantha Nagar,8 BHK,3300,8.0,3.0,367.55,11138.0,3300.0,8.0
Built-up  Area,Ready To Move,Chandapura,2 BHK,800,1.0,2.0,47.48,5935.0,800.0,2.0
Built-up  Area,Ready To Move,Chikkabanavar,5 Bedroom,2000,4.0,0.0,84.66,4233.0,2000.0,5.0
Plot  Area,Ready To Move,Prasanti Nagar,4 Bedroom,1200,4.0,1.0,204.77,17064.0,1200.0,4.0
Built-up  Area,Ready To Move,3rd Block Hrbr Layout,2 BHK,1300,2.0,3.0,104.75,8058.0,1300.0,2.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1220,2.0,2.0,62.38,5113.0,1220.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2289,3.0,2.0,141.73,6192.0,2289.0,3.0
Super built-up  Area,18-Jan,Whitefield,2 BHK,1170,2.0,1.0,103.29,8828.0,1170.0,2.0
Super built-up  Area,Ready To Move,Vignana Nagar,2 BHK,1350,2.0,2.0,58.06,4301.0,1350.0,2.0
Super built-up  Area,Ready To Move,Kambipura,2 BHK,883,2.0,1.0,37.87,4289.0,883.0,2.0
Built-up  Area,Ready To Move,Thanisandra,3 BHK,1698,3.0,2.0,144.11,8487.0,1698.0,3.0
Super built-up  Area,18-May,Electronic City Phase II,4 BHK,2150 - 2225,4.0,0.0,71.25,3257.0,2187.5,4.0
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,1060,2.0,1.0,61.85,5835.0,1060.0,2.0
Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,1185,2.0,2.0,55.61,4693.0,1185.0,2.0
Super built-up  Area,20-Dec,Padmanabhanagar,3 BHK,2051,3.0,1.0,115.92,5652.0,2051.0,3.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404,2.0,1.0,74.44,5302.0,1404.0,2.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1252,2.0,1.0,37.11,2964.0,1252.0,2.0
Super built-up  Area,18-Mar,Bannerghatta Road,3 BHK,1885,3.0,1.0,175.72,9322.0,1885.0,3.0
Built-up  Area,Ready To Move,Kaikondrahalli,6 BHK,3381,6.0,3.0,233.26,6899.0,3381.0,6.0
Super built-up  Area,Ready To Move,Hormavu,2 BHK,980,2.0,2.0,48.29,4928.0,980.0,2.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2500,3.0,3.0,359.7,14388.0,2500.0,3.0
Super built-up  Area,19-Jan,Banashankari,3 BHK,1420,3.0,1.0,126.54,8911.0,1420.0,3.0
Built-up  Area,Ready To Move,"Banasawadi, ",3 BHK,2312,3.0,2.0,161.47,6984.0,2312.0,3.0
Super built-up  Area,Ready To Move,Kaggadasapura,4 BHK,3000,4.0,,290.91,9697.0,3000.0,4.0
Built-up  Area,Ready To Move,Jayamahal,2 BHK,1175,2.0,1.0,145.58,12390.0,1175.0,2.0
Super built-up  Area,Ready To Move,Vinayaka Nagar,2 BHK,1145,2.0,2.0,51.79,4523.0,1145.0,2.0
Built-up  Area,Ready To Move,Bhoganhalli,2 BHK,970,2.0,1.0,52.78,5441.0,970.0,2.0
Built-up  Area,18-Dec,Electronic City,2 BHK,1125,2.0,1.0,69.1,6142.0,1125.0,2.0
Super built-up  Area,19-Sep,Whitefield,3 BHK,1520 - 1759,3.0,0.0,157.28,9593.0,1639.5,3.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,4 BHK,5000,4.0,,258.35,5167.0,5000.0,4.0
Built-up  Area,Ready To Move,3rd Block Jayanagar,3 BHK,2150,3.0,3.0,240.09,11167.0,2150.0,3.0
Super built-up  Area,18-Jul,Ramagondanahalli,3 BHK,1635,3.0,1.0,72.84,4455.0,1635.0,3.0
Built-up  Area,Ready To Move,Harlur,3 Bedroom,3425,3.0,1.0,330.82,9659.0,3425.0,3.0
Built-up  Area,19-Mar,Hennur Road,4 Bedroom,2950,4.0,3.0,185.44,6286.0,2950.0,4.0
Super built-up  Area,18-Dec,Jalahalli,1 BHK,1200,2.0,1.0,73.42,6118.0,1200.0,1.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1335,2.0,2.0,77.63,5815.0,1335.0,3.0
Super built-up  Area,Ready To Move,Hebbal,4 BHK,4450,6.0,0.0,464.98,10449.0,4450.0,4.0
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1166,2.0,1.0,60.36,5177.0,1166.0,2.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2390,3.0,1.0,308.53,12909.0,2390.0,3.0
Super built-up  Area,Ready To Move,Shivaji Nagar,3 BHK,1460,2.0,1.0,111.63,7646.0,1460.0,3.0
Super built-up  Area,Ready To Move,Gulimangala,3 BHK,1690,3.0,3.0,66.5,3935.0,1690.0,3.0
Plot  Area,Ready To Move,Nagashetty Halli,4 Bedroom,1386,3.0,2.0,81.83,5904.0,1386.0,4.0
Super built-up  Area,Ready To Move,Devasandra Extension,2 BHK,1090,2.0,2.0,31.06,2850.0,1090.0,2.0
Super built-up  Area,21-Dec,Thanisandra,3 BHK,1732,3.0,1.0,143.39,8279.0,1732.0,3.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1390,2.0,1.0,119.61,8605.0,1390.0,2.0
Built-up  Area,Ready To Move,Sector 2 HSR Layout,2 BHK,1095,2.0,1.0,60.35,5511.0,1095.0,2.0
Super built-up  Area,19-Dec,Kengeri,1 BHK,416,1.0,1.0,23.35,5612.0,416.0,1.0
Super built-up  Area,Ready To Move,Channasandra Layout,3 BHK,2400,2.0,3.0,87.12,3630.0,2400.0,3.0
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1350,2.0,3.0,109.55,8115.0,1350.0,3.0
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1453,2.0,2.0,134.4,9250.0,1453.0,3.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1226,2.0,1.0,100.03,8159.0,1226.0,2.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1168,2.0,1.0,78.4,6712.0,1168.0,3.0
Super built-up  Area,19-Dec,Bannerghatta,3 BHK,1776,3.0,2.0,124.44,7007.0,1776.0,3.0
Built-up  Area,Ready To Move,Whitefield,3 BHK,1634,3.0,2.0,146.54,8968.0,1634.0,3.0
Plot  Area,Ready To Move,Hormavu,2 Bedroom,860,2.0,0.0,39.47,4590.0,860.0,2.0
Plot  Area,Ready To Move,Kamala Nagar,3 Bedroom,2800,3.0,1.0,194.8,6957.0,2800.0,3.0
Super built-up  Area,Ready To Move,Nagasandra,3 BHK,1650,3.0,2.0,104.69,6345.0,1650.0,3.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1190,2.0,1.0,106.02,8909.0,1190.0,2.0
Super built-up  Area,18-Aug,JP Nagar,2 BHK,1133,2.0,1.0,96.25,8495.0,1133.0,2.0
Super built-up  Area,Ready To Move,Suraksha Nagar,3 BHK,1559,3.0,2.0,64.18,4117.0,1559.0,3.0
Plot  Area,Ready To Move,Horamavu Banaswadi,3 Bedroom,1448,4.0,0.0,58.83,4063.0,1448.0,3.0
Super built-up  Area,Ready To Move,Sathya Sai Layout,4 BHK,6652,6.0,1.0,707.77,10640.0,6652.0,4.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,976,2.0,1.0,44.37,4546.0,976.0,2.0
Plot  Area,Ready To Move,Bank Of Baroda Colony,4 Bedroom,1350,4.0,3.0,200.26,14834.0,1350.0,4.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1590,2.0,2.0,133.99,8427.0,1590.0,3.0
Super built-up  Area,19-Dec,Binny Pete,4 BHK,2940,6.0,2.0,266.28,9057.0,2940.0,4.0
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1633,3.0,2.0,134.89,8260.0,1633.0,3.0
Super built-up  Area,18-Aug,Ramagondanahalli,2 BHK,1151,2.0,2.0,51.86,4506.0,1151.0,2.0
Super built-up  Area,Ready To Move,Kereguddadahalli,3 BHK,1400,2.0,2.0,47.38,3384.0,1400.0,3.0
Super built-up  Area,17-Apr,Uttarahalli,2 BHK,1037,2.0,1.0,41.93,4043.0,1037.0,2.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1188,2.0,1.0,91.25,7681.0,1188.0,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,1060,2.0,1.0,54.49,5141.0,1060.0,2.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2215,4.0,2.0,167.41,7558.0,2215.0,3.0
Super built-up  Area,Ready To Move,Hennur,2 BHK,1255,2.0,2.0,101.45,8084.0,1255.0,2.0
Plot  Area,Ready To Move,Ganesha Block,3 Bedroom,2500,2.0,1.0,242.65,9706.0,2500.0,3.0
Super built-up  Area,Ready To Move,Hormavu,2 BHK,1075,2.0,1.0,52.45,4879.0,1075.0,2.0
Super built-up  Area,17-Apr,Harlur,4 BHK,2569,5.0,3.0,264.17,10283.0,2569.0,4.0
Super built-up  Area,18-Dec,ITPL,2 BHK,900,2.0,1.0,42.9,4767.0,900.0,2.0
Super built-up  Area,18-Aug,Kudlu Gate,2 BHK,1183,2.0,1.0,96.59,8165.0,1183.0,2.0
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1100,2.0,2.0,126.43,11494.0,1100.0,2.0
Super built-up  Area,Ready To Move,GM Palaya,3 BHK,1643,2.0,2.0,75.5,4595.0,1643.0,3.0
Super built-up  Area,Ready To Move,Banagiri Nagar,3 BHK,1500,2.0,2.0,123.0,8200.0,1500.0,3.0
Super built-up  Area,Ready To Move,Jakkur,2 BHK,1291,2.0,1.0,82.95,6425.0,1291.0,2.0
Plot  Area,17-Oct,Hennur,3 Bedroom,1150,3.0,2.0,93.38,8120.0,1150.0,3.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1060,2.0,1.0,61.06,5760.0,1060.0,2.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1575,2.0,2.0,108.69,6901.0,1575.0,3.0
Built-up  Area,Ready To Move,Byrathi Village,4 Bedroom,1700,3.0,2.0,133.09,7829.0,1700.0,4.0
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,1236,2.0,1.0,55.93,4525.0,1236.0,2.0
Built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,1350,2.0,2.0,67.31,4986.0,1350.0,3.0
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,2475,4.0,3.0,335.68,13563.0,2475.0,3.0
Built-up  Area,Ready To Move,Pai Layout,6 Bedroom,3800,6.0,,174.76,4599.0,3800.0,6.0
Built-up  Area,Ready To Move,Haralur Road,4 BHK,4694,5.0,,492.35,10489.0,4694.0,4.0
Built-up  Area,18-Dec,Electronic City,2 BHK,1200,2.0,1.0,66.52,5543.0,1200.0,2.0
Plot  Area,Ready To Move,Hulimavu,4 Bedroom,1200,4.0,1.0,69.14,5762.0,1200.0,4.0
Built-up  Area,Ready To Move,Harlur,2 BHK,1225,2.0,2.0,122.81,10025.0,1225.0,2.0
Super built-up  Area,18-Apr,Thanisandra,2 BHK,1056,2.0,1.0,83.65,7921.0,1056.0,2.0
Super built-up  Area,18-Jun,9th Phase JP Nagar,3 BHK,1240,2.0,2.0,61.01,4920.0,1240.0,3.0
Super built-up  Area,17-Oct,Banashankari,3 BHK,1200,3.0,2.0,107.48,8957.0,1200.0,3.0
Super built-up  Area,18-Dec,Kudlu Gate,3 BHK,1850,3.0,2.0,144.61,7817.0,1850.0,3.0
Super built-up  Area,Ready To Move,Amblipura,4 BHK,3150,4.0,3.0,222.61,7067.0,3150.0,4.0
Built-up  Area,Ready To Move,Naganathapura,1 Bedroom,1200,1.0,0.0,56.41,4701.0,1200.0,1.0
Built-up  Area,Ready To Move,Konena Agrahara,5 Bedroom,3520,6.0,1.0,217.25,6172.0,3520.0,5.0
Super built-up  Area,18-Jul,Chandapura,3 BHK,1185,2.0,2.0,69.83,5893.0,1185.0,3.0
Super built-up  Area,Ready To Move,Jigani,2 BHK,918,2.0,2.0,48.31,5263.0,918.0,2.0
Super built-up  Area,Ready To Move,GD Layout,3 BHK,1330,2.0,2.0,60.24,4529.0,1330.0,3.0
Built-up  Area,Ready To Move,Munnekollal,3 BHK,1540,2.0,3.0,73.3,4760.0,1540.0,3.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1200,2.0,2.0,80.42,6702.0,1200.0,2.0
Super built-up  Area,18-Dec,Sunkan palya,2 BHK,927,2.0,2.0,37.03,3995.0,927.0,2.0
Built-up  Area,19-Jun,Sarjapur,4 Bedroom,2580 - 2591,4.0,0.0,242.73,9388.0,2585.5,4.0
Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,1400,2.0,2.0,71.11,5079.0,1400.0,3.0
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1345,2.0,2.0,105.78,7865.0,1345.0,2.0
Built-up  Area,Ready To Move,1st Phase JP Nagar,4 Bedroom,1900,3.0,1.0,165.76,8724.0,1900.0,4.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1510,2.0,3.0,64.25,4255.0,1510.0,2.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525,,,25.27,4813.0,525.0,1.0
Plot  Area,18-Aug,ITPL,3 Bedroom,1500,3.0,1.0,71.49,4766.0,1500.0,3.0
Super built-up  Area,19-Dec,Yelahanka,1 BHK,629 - 1026,1.0,0.0,62.77,7585.0,827.5,1.0
Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,1100,2.0,2.0,55.34,5031.0,1100.0,3.0
Built-up  Area,Ready To Move,Sunkadakatte,3 Bedroom,1200,3.0,1.0,60.18,5015.0,1200.0,3.0
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1100,3.0,2.0,55.72,5065.0,1100.0,3.0
Carpet  Area,19-Jun,Hormavu,4 BHK,2282,4.0,0.0,115.26,5051.0,2282.0,4.0
Built-up  Area,Ready To Move,Jayanti Nagar,2 BHK,760,2.0,1.0,47.2,6211.0,760.0,2.0
Plot  Area,Ready To Move,Sarjapur,3 Bedroom,2172,3.0,0.0,214.2,9862.0,2172.0,3.0
Super built-up  Area,Ready To Move,Yeshwanthpur Industrial Suburb,6 BHK,3800,6.0,,424.19,11163.0,3800.0,6.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,3300,3.0,2.0,146.26,4432.0,3300.0,3.0
Super built-up  Area,19-Mar,Thubarahalli,3 BHK,1242,3.0,1.0,75.15,6051.0,1242.0,3.0
Plot  Area,Ready To Move,Moodalapalya,1 Bedroom,410,1.0,1.0,35.57,8675.0,410.0,1.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1245,2.0,2.0,50.19,4031.0,1245.0,3.0
Built-up  Area,Ready To Move,Kadugodi,2 BHK,1088,2.0,2.0,87.67,8058.0,1088.0,2.0
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,1200,2.0,0.0,79.49,6624.0,1200.0,2.0
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,1995,3.0,1.0,113.0,5664.0,1995.0,3.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1309,2.0,1.0,126.99,9701.0,1309.0,2.0
Super built-up  Area,Ready To Move,BTM 1st Stage,3 BHK,1717,3.0,2.0,209.25,12187.0,1717.0,3.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,2100,3.0,2.0,141.69,6747.0,2100.0,3.0
Plot  Area,Ready To Move,Gayathri Nagar,2 Bedroom,880,1.0,0.0,91.93,10447.0,880.0,2.0
Super built-up  Area,18-Aug,Maruthi Nagar,3 BHK,1250,3.0,2.0,52.41,4193.0,1250.0,3.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,3520,5.0,2.0,384.67,10928.0,3520.0,3.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1041,2.0,2.0,51.13,4912.0,1041.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1505,2.0,2.0,86.18,5726.0,1505.0,3.0
Super built-up  Area,18-Jul,Bannerghatta,3 BHK,1776,3.0,2.0,120.25,6771.0,1776.0,3.0
Super built-up  Area,Ready To Move,Bellandur,3 BHK,1767,3.0,2.0,176.98,10016.0,1767.0,3.0
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,1293,2.0,2.0,74.11,5732.0,1293.0,2.0
Super built-up  Area,Ready To Move,Kengeri,2 BHK,1320,2.0,1.0,73.42,5562.0,1320.0,2.0
Built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2 BHK,1280,2.0,2.0,65.87,5146.0,1280.0,2.0
Super built-up  Area,19-Mar,Thanisandra,2 BHK,1245,2.0,1.0,98.08,7878.0,1245.0,2.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1027,1.0,2.0,98.88,9628.0,1027.0,2.0
Built-up  Area,Ready To Move,Yelenahalli,2 BHK,1200,2.0,,46.61,3884.0,1200.0,2.0
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1100,3.0,2.0,55.46,5042.0,1100.0,3.0
Plot  Area,Ready To Move,Medahalli,3 Bedroom,1065,3.0,1.0,46.54,4370.0,1065.0,3.0
Super built-up  Area,21-Dec,Kannamangala,3 BHK,1814,3.0,1.0,108.06,5957.0,1814.0,3.0
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,1610,2.0,1.0,76.04,4723.0,1610.0,3.0
Built-up  Area,Ready To Move,Kumaraswami Layout,1 Bedroom,850,1.0,1.0,45.64,5370.0,850.0,1.0
Super built-up  Area,18-Jul,Kasavanhalli,3 BHK,1600,3.0,3.0,91.49,5718.0,1600.0,3.0
Super built-up  Area,Ready To Move,Old Mangammanapalya Road,3 BHK,3200,4.0,2.0,140.74,4398.0,3200.0,3.0
Built-up  Area,Ready To Move,Canara Bank Colony,3 BHK,1250,2.0,1.0,54.82,4386.0,1250.0,3.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1243,2.0,2.0,119.17,9587.0,1243.0,2.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1452,3.0,3.0,75.24,5182.0,1452.0,3.0
Super built-up  Area,Ready To Move,Ittamadu,3 BHK,1475,3.0,3.0,81.76,5543.0,1475.0,3.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1353,2.0,3.0,83.71,6187.0,1353.0,2.0
Carpet  Area,Ready To Move,Maruthi Sevanagar,4 Bedroom,2100,3.0,0.0,141.39,6733.0,2100.0,4.0
Super built-up  Area,21-Aug,Electronics City Phase 1,3 BHK,1750,3.0,2.0,85.64,4894.0,1750.0,3.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,4800,4.0,3.0,454.7,9473.0,4800.0,4.0
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,1270,2.0,1.0,76.28,6006.0,1270.0,2.0
Built-up  Area,Ready To Move,Battarahalli,4 Bedroom,2700,3.0,0.0,145.02,5371.0,2700.0,4.0
Plot  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,1200,4.0,2.0,56.51,4709.0,1200.0,4.0
Built-up  Area,19-May,Thanisandra,4 BHK,2695,4.0,3.0,233.17,8652.0,2695.0,4.0
Super built-up  Area,Ready To Move,Hessarghatta,3 BHK,1330,3.0,2.0,62.03,4664.0,1330.0,3.0
Built-up  Area,Ready To Move,Electronic City,2 BHK,660,1.0,0.0,39.62,6003.0,660.0,2.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,1400,2.0,3.0,90.09,6435.0,1400.0,2.0
Built-up  Area,Ready To Move,Gubbalala,4 BHK,4000,5.0,1.0,236.08,5902.0,4000.0,4.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1700,3.0,2.0,85.76,5045.0,1700.0,3.0
Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1585,2.0,2.0,93.12,5875.0,1585.0,2.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1385,3.0,3.0,74.68,5392.0,1385.0,3.0
Super built-up  Area,18-Jul,Electronic City,2 BHK,1128,2.0,1.0,65.42,5800.0,1128.0,2.0
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1203,2.0,2.0,135.19,11238.0,1203.0,2.0
Super built-up  Area,Ready To Move,Mallasandra,2 BHK,905,2.0,1.0,43.0,4751.0,905.0,2.0
Super built-up  Area,19-Mar,Hennur Road,3 BHK,1450,3.0,2.0,89.78,6192.0,1450.0,3.0
Super built-up  Area,Ready To Move,Varthur,2 BHK,1105,2.0,3.0,93.87,8495.0,1105.0,2.0
Plot  Area,18-Apr,Channasandra,2 Bedroom,1200,2.0,1.0,42.48,3540.0,1200.0,2.0
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,1530,2.0,3.0,93.93,6139.0,1530.0,3.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1105,2.0,1.0,98.81,8942.0,1105.0,2.0
Super built-up  Area,18-Jul,Dasarahalli,2 BHK,1333,2.0,1.0,88.83,6664.0,1333.0,2.0
Built-up  Area,17-Sep,Hongasandra,2 BHK,1065,2.0,2.0,42.49,3990.0,1065.0,2.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1243,2.0,2.0,116.82,9398.0,1243.0,2.0
Super built-up  Area,18-Dec,Old Madras Road,3 BHK,1530,3.0,2.0,88.72,5799.0,1530.0,3.0
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,1200,2.0,1.0,68.09,5674.0,1200.0,2.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1270,2.0,1.0,115.79,9117.0,1270.0,2.0
Super built-up  Area,Ready To Move,Bellandur,3 BHK,1830,3.0,3.0,181.87,9938.0,1830.0,3.0
Super built-up  Area,Ready To Move,Chandapura,2 BHK,900,2.0,3.0,53.24,5915.0,900.0,2.0
Plot  Area,Ready To Move,Attibele,4 Bedroom,2400,2.0,2.0,143.69,5987.0,2400.0,4.0
Plot  Area,Ready To Move,Varsova Layout,6 Bedroom,7000,6.0,2.0,493.78,7054.0,7000.0,6.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1450,2.0,2.0,129.44,8927.0,1450.0,3.0
Super built-up  Area,Ready To Move,J C Nagar,3 BHK,1525,3.0,3.0,103.35,6777.0,1525.0,3.0
Built-up  Area,Ready To Move,Mahalakshmi Layout,2 BHK,1080,2.0,1.0,107.58,9961.0,1080.0,2.0
Built-up  Area,Ready To Move,Bagalur Main Road,2 BHK,1220,2.0,2.0,83.16,6816.0,1220.0,2.0
