area_type,availability,location,size,total_sqft,bath,balcony,price,avg_price_per_sqft
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1751,3.0,2.0,115.0,4537
Plot  Area,Ready To Move,Mahalakshmi Puram,5 Bedroom,1550,3.0,1.0,250.0,4055
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1880,3.0,2.0,96.5,9791
Super built-up  Area,20-Dec,Whitefield,3 BHK,1235 - 1410,3.0,0.0,40.985,10265
Super built-up  Area,Ready To Move,Channasandra,2 BHK,1175,2.0,2.0,38.0,8142
Built-up  Area,Ready To Move,Jalahalli,2 BHK,1407,2.0,1.0,98.49,8218
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,1000,2.0,2.0,50.0,4154
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1518,3.0,3.0,75.0,6558
Plot  Area,Ready To Move,"Gubbi Cross, Hennur Main Road",4 Bedroom,3600,4.0,2.0,300.0,14682
Super built-up  Area,18-May,Tumkur Road,2 BHK,1027,2.0,1.0,67.0,7446
Super built-up  Area,Ready To Move,Dairy Circle,4 BHK,3730,6.0,2.0,430.0,4301
Built-up  Area,Ready To Move,HSR Layout,2 BHK,1145,2.0,2.0,46.0,5267
Super built-up  Area,18-Aug,Rajaji Nagar,2 BHK,1260,2.0,2.0,113.0,8426
Super built-up  Area,Ready To Move,Begur Road,3 BHK,1500,2.0,3.0,47.25,12792
Super built-up  Area,Ready To Move,Varthur,3 BHK,1737,2.0,1.0,57.32,14233
Super built-up  Area,18-Dec,Hennur,4 BHK,3484 - 3550,,,161.5,13925
Plot  Area,Ready To Move,Byrathi Village,3 Bedroom,1600,4.0,1.0,120.0,11683
Built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1500,3.0,2.0,135.0,10235
Plot  Area,Ready To Move,Sabari Nagar,2 Bedroom,1120,2.0,0.0,60.0,12519
Plot  Area,Ready To Move,Banashankari Stage V,3 Bedroom,1200,4.0,1.0,240.0,7506
Super built-up  Area,18-Dec,Hennur Road,2 BHK,1030,2.0,1.0,46.5,11099
Built-up  Area,Ready To Move,Gubbalala,6 Bedroom,2500,6.0,1.0,88.0,7420
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,1057,2.0,1.0,35.0,10938
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,2774,4.0,3.0,208.0,4466
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1460,2.0,2.0,38.5,7385
Super built-up  Area,Ready To Move,Hormavu,2 BHK,1075,2.0,1.0,53.7,8887
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,1080,2.0,1.0,60.0,10949
Super built-up  Area,19-Dec,Kodihalli,4 BHK,3626,5.0,3.0,788.0,9172
Super built-up  Area,Ready To Move,Ashraya Layout,6 BHK,5100,7.0,,225.0,11221
Super built-up  Area,Ready To Move,Singasandra,2 BHK,1139.7,2.0,1.0,45.0,11526
Super built-up  Area,18-Jun,Whitefield,2 BHK,1074,2.0,1.0,42.8,10265
Plot  Area,18-Jul,Whitefield,2 Bedroom,1200,2.0,1.0,46.13,10265
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,2425,5.0,1.0,175.0,5899
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1323,2.0,2.0,74.0,5899
Super built-up  Area,18-Aug,Hennur Road,2 BHK,1232,2.0,1.0,69.61,11099
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,900,2.0,1.0,40.0,14748
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,1 BHK,740,1.0,1.0,23.65,11989
Super built-up  Area,18-Dec,Hebbal,3 BHK,1920,3.0,2.0,134.0,6747
Plot  Area,Ready To Move,Arishinakunte,1 Bedroom,38Guntha,1.0,0.0,170.0,7310
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1550,3.0,2.0,96.0,9791
Super built-up  Area,Ready To Move,Gunjur,3 BHK,1588,2.0,3.0,90.0,6612
Built-up  Area,Ready To Move,Rajaji Nagar,3 Bedroom,2300,4.0,1.0,240.0,8426
Built-up  Area,Ready To Move,R.T. Nagar,9 Bedroom,3600,8.0,2.0,165.0,12050
Built-up  Area,Ready To Move,"Thanisandra Main Road, ",2 BHK,1308,2.0,1.0,86.0,4823
Super built-up  Area,Ready To Move,Hennur,3 BHK,1340,2.0,2.0,54.27,13925
Plot  Area,Ready To Move,Kogilu,10 Bedroom,3280,9.0,3.0,450.0,5028
Built-up  Area,Ready To Move,Infantry Road,4 BHK,2170,3.0,2.0,265.0,7300
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1719,3.0,2.0,135.0,7385
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,1107.83,2.0,1.0,41.51,7157
Plot  Area,18-Jul,Whitefield,2 Bedroom,1200,2.0,1.0,45.84,10265
Built-up  Area,18-Dec,Electronic City,1 BHK,1090,2.0,1.0,31.48,6558
Plot  Area,Ready To Move,Sarvabhouma Nagar,5 Bedroom,1500,5.0,2.0,210.0,8300
Super built-up  Area,18-Dec,Jakkur,3 BHK,1660,3.0,2.0,104.0,5306
Super built-up  Area,Ready To Move,Nagavara,2 BHK,1247,2.0,1.0,58.56,6454
Super built-up  Area,18-May,Thanisandra,3 BHK,1595,3.0,2.0,96.0,7385
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1175,2.0,2.0,50.0,9592
Plot  Area,Ready To Move,9th Phase JP Nagar,8 Bedroom,1200,8.0,,135.0,11392
Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,1184,2.0,1.0,78.0,4466
Super built-up  Area,Ready To Move,Byrasandra,2 BHK,1100,2.0,2.0,55.0,9917
Plot  Area,18-Apr,Kaval Byrasandra,2 Bedroom,935,2.0,0.0,78.0,12226
Built-up  Area,Ready To Move,Yelahanka,2 BHK,1200,2.0,2.0,60.0,6047
Plot  Area,Ready To Move,Rajaji Nagar,5 Bedroom,2400,5.0,1.0,408.0,8426
Super built-up  Area,Ready To Move,Neelamangala,2 BHK,1000,2.0,1.0,45.0,12577
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1000,2.0,0.0,52.0,9390
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1705,3.0,2.0,85.0,6047
Built-up  Area,Ready To Move,Tumkur Road,3 BHK,1060,2.0,2.0,58.3,7446
Plot  Area,Ready To Move,Chikka Tirupathi,4 Bedroom,2325,4.0,1.0,120.0,4860
Super built-up  Area,17-Mar,Kammagondahalli,3 BHK,1347,2.0,2.0,55.0,9182
Plot  Area,Ready To Move,Kathreguppe,8 Bedroom,1200,8.0,3.0,250.0,10588
Super built-up  Area,17-Dec,Varthur,2 BHK,1402,2.0,2.0,95.0,14233
Super built-up  Area,18-Oct,Whitefield,3 BHK,2280,4.0,2.0,125.0,10265
Super built-up  Area,Ready To Move,Whitefield ECC Road,2 BHK,1225,2.0,2.0,71.05,10722
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1080,2.0,1.0,53.0,9535
Built-up  Area,18-Apr,Koppa,7 Bedroom,4000,7.0,,90.0,7476
Super built-up  Area,Ready To Move,Lavelle Road,3 BHK,1919,3.0,0.0,300.0,8363
Built-up  Area,Ready To Move,Begur Road,2 BHK,1100,2.0,2.0,42.6,12792
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,2500,4.0,3.0,225.0,5899
Super built-up  Area,22-Jan,Bannerghatta Road,2 BHK,1200,2.0,2.0,78.0,9791
Super built-up  Area,Ready To Move,Begur Road,3 BHK,1565,2.0,2.0,57.91,12792
Plot  Area,18-Apr,Maruthi nagar kogilu,2 Bedroom,1200,3.0,0.0,78.0,11218
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1581,3.0,3.0,76.0,9734
Super built-up  Area,18-Dec,Whitefield,4 BHK,2882,5.0,1.0,200.0,10265
Plot  Area,Ready To Move,TC Palaya,5 Bedroom,1440,5.0,2.0,97.0,10776
Super built-up  Area,Ready To Move,Krishna Reddy Layout,3 BHK,2180,3.0,3.0,273.0,10988
Built-up  Area,Ready To Move,Nagasandra,4 Bedroom,7000,8.0,,450.0,14882
Super built-up  Area,Ready To Move,Abbigere,2 BHK,985,2.0,1.0,38.92,7444
Built-up  Area,Ready To Move,Sarjapur,2 BHK,950,2.0,2.0,35.0,14583
Super built-up  Area,Ready To Move,Jai Bheema Nagar,2 BHK,1339,2.0,2.0,55.0,10184
Super built-up  Area,Ready To Move,Ayappa Nagar,3 BHK,1449,3.0,1.0,72.0,11776
Plot  Area,Ready To Move,Chikkasandra,4 Bedroom,1200,4.0,2.0,180.0,5066
Super built-up  Area,18-May,Brindavan Layout,2 BHK,1100,2.0,2.0,38.68,12666
Super built-up  Area,Ready To Move,Hoskote,2 BHK,929 - 1078,2.0,0.0,28.095,5542
Built-up  Area,Ready To Move,Kaval Byrasandra,3 Bedroom,2700,3.0,2.0,200.0,12226
Super built-up  Area,Ready To Move,Billamaranahalli,2 BHK,1100,2.0,3.0,55.0,7675
Built-up  Area,18-Dec,Electronic City,2 BHK,1140,2.0,1.0,32.92,6558
Plot  Area,Ready To Move,Sarjapur,3 Bedroom,3009,3.0,2.0,330.0,14583
Super built-up  Area,Ready To Move,Hanumantha Nagar,8 BHK,3300,8.0,3.0,310.0,14357
Built-up  Area,Ready To Move,Chandapura,2 BHK,800,1.0,2.0,30.0,4161
Built-up  Area,Ready To Move,Chikkabanavar,5 Bedroom,2000,4.0,0.0,65.0,8433
Plot  Area,Ready To Move,Prasanti Nagar,4 Bedroom,1200,4.0,1.0,190.0,7054
Built-up  Area,Ready To Move,3rd Block Hrbr Layout,2 BHK,1300,2.0,3.0,95.0,10287
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1220,2.0,2.0,60.0,13998
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2289,3.0,2.0,178.0,5899
Super built-up  Area,18-Jan,Whitefield,2 BHK,1170,2.0,1.0,56.0,10265
Super built-up  Area,Ready To Move,Vignana Nagar,2 BHK,1350,2.0,2.0,89.5,14011
Super built-up  Area,Ready To Move,Kambipura,2 BHK,883,2.0,1.0,45.0,11400
Built-up  Area,Ready To Move,Thanisandra,3 BHK,1698,3.0,2.0,125.0,7385
Super built-up  Area,18-May,Electronic City Phase II,4 BHK,2150 - 2225,4.0,0.0,105.0,11270
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,1060,2.0,1.0,58.5,13986
Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,1185,2.0,2.0,75.0,7581
Super built-up  Area,20-Dec,Padmanabhanagar,3 BHK,2051,3.0,1.0,180.0,10910
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404,2.0,1.0,72.0,6911
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1252,2.0,1.0,67.0,11270
Super built-up  Area,18-Mar,Bannerghatta Road,3 BHK,1885,3.0,1.0,125.0,9791
Built-up  Area,Ready To Move,Kaikondrahalli,6 BHK,3381,6.0,3.0,225.0,9177
Super built-up  Area,Ready To Move,Hormavu,2 BHK,980,2.0,2.0,42.0,8887
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2500,3.0,3.0,340.0,8426
Super built-up  Area,19-Jan,Banashankari,3 BHK,1420,3.0,1.0,66.0,6961
Plot  Area,Ready To Move,Medahalli,6 Bedroom,1166,6.0,,135.0,13874
Built-up  Area,Ready To Move,"Banasawadi, ",3 BHK,2312,3.0,2.0,156.0,11970
Super built-up  Area,Ready To Move,Kaggadasapura,4 BHK,3000,4.0,,130.0,9592
Built-up  Area,Ready To Move,Jayamahal,2 BHK,1175,2.0,1.0,70.0,13310
Super built-up  Area,Ready To Move,Vinayaka Nagar,2 BHK,1145,2.0,2.0,51.0,13207
Built-up  Area,Ready To Move,Bhoganhalli,2 BHK,970,2.0,1.0,52.5,9393
Built-up  Area,18-Dec,Electronic City,2 BHK,1125,2.0,1.0,32.49,6558
Super built-up  Area,19-Sep,Whitefield,3 BHK,1520 - 1759,3.0,0.0,92.63,10265
Built-up  Area,Ready To Move,9th Phase JP Nagar,4 BHK,5000,4.0,,300.0,11392
Built-up  Area,Ready To Move,3rd Block Jayanagar,3 BHK,2150,3.0,3.0,240.0,8380
Super built-up  Area,18-Jul,Ramagondanahalli,3 BHK,1635,3.0,1.0,57.0,11849
Built-up  Area,Ready To Move,Harlur,3 Bedroom,3425,3.0,1.0,320.0,12164
Built-up  Area,19-Mar,Hennur Road,4 Bedroom,2950,4.0,3.0,253.0,11099
Super built-up  Area,18-Dec,Jalahalli,1 BHK,1200,2.0,1.0,66.0,8218
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1335,2.0,2.0,73.43,9442
Super built-up  Area,Ready To Move,Hebbal,4 BHK,4450,6.0,0.0,449.0,6747
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1166,2.0,1.0,64.08,9675
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2390,3.0,1.0,372.0,8426
Super built-up  Area,Ready To Move,Shivaji Nagar,3 BHK,1460,2.0,1.0,90.0,4395
Super built-up  Area,Ready To Move,Gulimangala,3 BHK,1690,3.0,3.0,50.0,8451
Plot  Area,Ready To Move,Nagashetty Halli,4 Bedroom,1386,3.0,2.0,93.0,6116
Super built-up  Area,Ready To Move,Devasandra Extension,2 BHK,1090,2.0,2.0,32.0,11421
Super built-up  Area,21-Dec,Thanisandra,3 BHK,1732,3.0,1.0,85.73,7385
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1390,2.0,1.0,72.0,10265
Built-up  Area,Ready To Move,Sector 2 HSR Layout,2 BHK,1095,2.0,1.0,85.41,4698
Super built-up  Area,19-Dec,Kengeri,1 BHK,416,1.0,1.0,17.19,5184
Super built-up  Area,Ready To Move,Channasandra Layout,3 BHK,2400,2.0,3.0,50.0,6923
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1350,2.0,3.0,85.0,6047
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1453,2.0,2.0,73.0,9791
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1226,2.0,1.0,65.0,7385
Plot  Area,Ready To Move,Kasturi Nagar,4 Bedroom,784,2.0,2.0,165.0,13167
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1168,2.0,1.0,68.0,10235
Super built-up  Area,19-Dec,Bannerghatta,3 BHK,1776,3.0,2.0,124.0,13760
Built-up  Area,Ready To Move,Whitefield,3 BHK,1634,3.0,2.0,68.0,10265
Plot  Area,Ready To Move,Hormavu,2 Bedroom,860,2.0,0.0,56.0,8887
Plot  Area,Ready To Move,Kamala Nagar,3 Bedroom,2800,3.0,1.0,400.0,14314
Super built-up  Area,Ready To Move,Nagasandra,3 BHK,1650,3.0,2.0,95.0,14882
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1190,2.0,1.0,70.0,10265
Super built-up  Area,18-Aug,JP Nagar,2 BHK,1133,2.0,1.0,33.99,8413
Super built-up  Area,Ready To Move,Suraksha Nagar,3 BHK,1559,3.0,2.0,62.0,14852
Plot  Area,Ready To Move,Horamavu Banaswadi,3 Bedroom,1448,4.0,0.0,118.0,10971
Super built-up  Area,Ready To Move,Sathya Sai Layout,4 BHK,6652,6.0,1.0,510.0,4784
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,976,2.0,1.0,50.0,8642
Plot  Area,Ready To Move,Bank Of Baroda Colony,4 Bedroom,1350,4.0,3.0,240.0,5757
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1590,2.0,2.0,54.0,6047
Super built-up  Area,19-Dec,Binny Pete,4 BHK,2940,6.0,2.0,201.0,8555
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1633,3.0,2.0,110.0,6047
Super built-up  Area,18-Aug,Ramagondanahalli,2 BHK,1151,2.0,2.0,46.0,11849
Super built-up  Area,Ready To Move,Kereguddadahalli,3 BHK,1400,2.0,2.0,42.0,8548
Super built-up  Area,17-Apr,Uttarahalli,2 BHK,1037,2.0,1.0,36.0,9390
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1188,2.0,1.0,36.0,7385
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,1060,2.0,1.0,52.0,13521
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2215,4.0,2.0,162.0,5291
Super built-up  Area,Ready To Move,Hennur,2 BHK,1255,2.0,2.0,54.5,13925
Plot  Area,Ready To Move,Ganesha Block,3 Bedroom,2500,2.0,1.0,300.0,9342
Super built-up  Area,Ready To Move,Hormavu,2 BHK,1075,2.0,1.0,53.7,8887
Super built-up  Area,17-Apr,Harlur,4 BHK,2569,5.0,3.0,180.0,12164
Super built-up  Area,18-Dec,ITPL,2 BHK,900,2.0,1.0,27.0,9919
Super built-up  Area,18-Aug,Kudlu Gate,2 BHK,1183,2.0,1.0,79.54,12571
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1100,2.0,2.0,44.0,5267
Super built-up  Area,Ready To Move,GM Palaya,3 BHK,1643,2.0,2.0,70.0,5693
Super built-up  Area,Ready To Move,Banagiri Nagar,3 BHK,1500,2.0,2.0,120.0,12002
Super built-up  Area,Ready To Move,Jakkur,2 BHK,1291,2.0,1.0,75.0,5306
Plot  Area,17-Oct,Hennur,3 Bedroom,1150,3.0,2.0,80.0,13925
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1060,2.0,1.0,55.0,6558
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1575,2.0,2.0,110.0,5685
Plot  Area,Ready To Move,BHEL Layout,5 Bedroom,1200,4.0,1.0,160.0,7170
Built-up  Area,Ready To Move,Byrathi Village,4 Bedroom,1700,3.0,2.0,55.0,11683
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,1236,2.0,1.0,58.0,12958
Built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,1350,2.0,2.0,39.0,10439
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,2475,4.0,3.0,326.0,11892
Built-up  Area,Ready To Move,Pai Layout,6 Bedroom,3800,6.0,,175.0,7147
Built-up  Area,Ready To Move,Haralur Road,4 BHK,4694,5.0,,375.0,9486
Built-up  Area,18-Dec,Electronic City,2 BHK,1200,2.0,1.0,34.66,6558
Plot  Area,Ready To Move,Hulimavu,4 Bedroom,1200,4.0,1.0,75.0,9258
Built-up  Area,Ready To Move,Harlur,2 BHK,1225,2.0,2.0,56.0,12164
Super built-up  Area,18-Apr,Thanisandra,2 BHK,1056,2.0,1.0,75.0,7385
Super built-up  Area,18-Jun,9th Phase JP Nagar,3 BHK,1240,2.0,2.0,42.85,11392
Super built-up  Area,17-Oct,Banashankari,3 BHK,1200,3.0,2.0,74.52,6961
Super built-up  Area,18-Dec,Kudlu Gate,3 BHK,1850,3.0,2.0,110.0,12571
Super built-up  Area,Ready To Move,Amblipura,4 BHK,3150,4.0,3.0,180.0,10777
Built-up  Area,Ready To Move,Naganathapura,1 Bedroom,1200,1.0,0.0,39.82,12716
Plot  Area,Ready To Move,Dodda Banaswadi,4 Bedroom,1018,4.0,1.0,150.0,5633
Built-up  Area,Ready To Move,Konena Agrahara,5 Bedroom,3520,6.0,1.0,460.0,9959
Super built-up  Area,18-Jul,Chandapura,3 BHK,1185,2.0,2.0,30.22,4161
Super built-up  Area,Ready To Move,Jigani,2 BHK,918,2.0,2.0,56.0,9450
Super built-up  Area,Ready To Move,GD Layout,3 BHK,1330,2.0,2.0,68.0,10190
Built-up  Area,Ready To Move,Munnekollal,3 BHK,1540,2.0,3.0,70.0,11994
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1200,2.0,2.0,80.0,14627
Super built-up  Area,18-Dec,Sunkan palya,2 BHK,927,2.0,2.0,37.0,6143
Built-up  Area,19-Jun,Sarjapur,4 Bedroom,2580 - 2591,4.0,0.0,115.0,14583
Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,1400,2.0,2.0,78.0,12392
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1345,2.0,2.0,106.0,11125
Built-up  Area,Ready To Move,1st Phase JP Nagar,4 Bedroom,1900,3.0,1.0,400.0,9625
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1510,2.0,3.0,80.0,12684
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,302,2.0,1.0,25.0,11892
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525,,,27.0,13998
Plot  Area,18-Aug,ITPL,3 Bedroom,1500,3.0,1.0,61.52,9919
Super built-up  Area,19-Dec,Yelahanka,1 BHK,629 - 1026,1.0,0.0,42.535,6047
Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,1100,2.0,2.0,72.0,10694
Built-up  Area,Ready To Move,Sunkadakatte,3 Bedroom,1200,3.0,1.0,68.0,7486
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1100,3.0,2.0,53.0,13998
Carpet  Area,19-Jun,Hormavu,4 BHK,2282,4.0,0.0,115.0,8887
Built-up  Area,Ready To Move,Jayanti Nagar,2 BHK,760,2.0,1.0,37.49,9299
Plot  Area,Ready To Move,Sarjapur,3 Bedroom,2172,3.0,0.0,100.0,14583
Super built-up  Area,Ready To Move,Yeshwanthpur Industrial Suburb,6 BHK,3800,6.0,,390.0,5646
Plot  Area,Ready To Move,Kumaraswami Layout,4 Bedroom,600,2.0,1.0,72.0,11215
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,3300,3.0,2.0,165.0,12684
Super built-up  Area,19-Mar,Thubarahalli,3 BHK,1242,3.0,1.0,51.0,5841
Plot  Area,Ready To Move,Moodalapalya,1 Bedroom,410,1.0,1.0,48.0,7812
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1245,2.0,2.0,43.58,9390
Built-up  Area,Ready To Move,Kadugodi,2 BHK,1088,2.0,2.0,44.0,12529
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,1200,2.0,0.0,46.0,11455
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,1995,3.0,1.0,100.0,10776
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1309,2.0,1.0,82.0,9486
Super built-up  Area,Ready To Move,BTM 1st Stage,3 BHK,1717,3.0,2.0,200.0,13907
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,2100,3.0,2.0,200.0,5685
Plot  Area,Ready To Move,Gayathri Nagar,2 Bedroom,880,1.0,0.0,90.0,9207
Plot  Area,Ready To Move,Abbigere,6 Bedroom,1200,6.0,1.0,95.0,7444
Super built-up  Area,18-Aug,Maruthi Nagar,3 BHK,1250,3.0,2.0,42.0,13817
Super built-up  Area,Ready To Move,Hebbal,3 BHK,3520,5.0,2.0,240.0,6747
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1041,2.0,2.0,54.0,9535
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1505,2.0,2.0,60.0,5899
Super built-up  Area,18-Jul,Bannerghatta,3 BHK,1776,3.0,2.0,150.0,13760
Super built-up  Area,Ready To Move,Bellandur,3 BHK,1767,3.0,2.0,89.0,10396
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,1293,2.0,2.0,80.0,12053
Super built-up  Area,Ready To Move,Kengeri,2 BHK,1320,2.0,1.0,50.0,5184
Built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2 BHK,1280,2.0,2.0,68.48,8079
Super built-up  Area,19-Mar,Thanisandra,2 BHK,1245,2.0,1.0,83.05,7385
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1027,1.0,2.0,44.0,9486
Built-up  Area,Ready To Move,Yelenahalli,2 BHK,1200,2.0,,46.17,10546
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1100,3.0,2.0,58.0,13998
Plot  Area,Ready To Move,Medahalli,3 Bedroom,1065,3.0,1.0,72.0,13874
Super built-up  Area,21-Dec,Kannamangala,3 BHK,1814,3.0,1.0,129.0,6027
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,1610,2.0,1.0,112.0,11849
Built-up  Area,Ready To Move,Kumaraswami Layout,1 Bedroom,850,1.0,1.0,78.0,11215
Super built-up  Area,18-Jul,Kasavanhalli,3 BHK,1600,3.0,3.0,79.0,7073
Super built-up  Area,Ready To Move,Old Mangammanapalya Road,3 BHK,3200,4.0,2.0,140.0,13503
Built-up  Area,Ready To Move,Canara Bank Colony,3 BHK,1250,2.0,1.0,77.13,4137
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1243,2.0,2.0,46.0,9486
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1452,3.0,3.0,60.98,13998
Super built-up  Area,Ready To Move,Ittamadu,3 BHK,1475,3.0,3.0,75.0,13888
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1353,2.0,3.0,75.0,6558
Carpet  Area,Ready To Move,Maruthi Sevanagar,4 Bedroom,2100,3.0,0.0,210.0,14867
Super built-up  Area,21-Aug,Electronics City Phase 1,3 BHK,1750,3.0,2.0,58.0,4189
Plot  Area,Ready To Move,Whitefield,4 Bedroom,4800,4.0,3.0,550.0,10265
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,1270,2.0,1.0,96.0,11455
Built-up  Area,Ready To Move,Battarahalli,4 Bedroom,2700,3.0,0.0,75.0,5930
Plot  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,1200,4.0,2.0,270.0,12684
Built-up  Area,19-May,Thanisandra,4 BHK,2695,4.0,3.0,188.0,7385
Super built-up  Area,Ready To Move,Hessarghatta,3 BHK,1330,3.0,2.0,65.0,7854
Built-up  Area,Ready To Move,Electronic City,2 BHK,660,1.0,0.0,18.0,6558
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,1400,2.0,3.0,90.0,12924
Built-up  Area,Ready To Move,Gubbalala,4 BHK,4000,5.0,1.0,195.0,7420
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1700,3.0,2.0,75.0,13998
Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1585,2.0,2.0,90.0,7073
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1385,3.0,3.0,67.0,9734
Super built-up  Area,18-Jul,Electronic City,2 BHK,1128,2.0,1.0,67.0,6558
Plot  Area,19-Oct,Whitefield,4 Bedroom,60,4.0,2.0,218.0,10265
Plot  Area,18-Apr,1Kasavanhalli,18 Bedroom,1200,18.0,,200.0,6538
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1203,2.0,2.0,60.0,5267
Super built-up  Area,Ready To Move,Mallasandra,2 BHK,905,2.0,1.0,35.0,9575
Super built-up  Area,19-Mar,Hennur Road,3 BHK,1450,3.0,2.0,79.0,11099
Super built-up  Area,Ready To Move,Varthur,2 BHK,1105,2.0,3.0,38.0,14233
Plot  Area,18-Apr,Channasandra,2 Bedroom,1200,2.0,1.0,46.13,8142
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,1530,2.0,3.0,89.0,8218
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1105,2.0,1.0,35.4,10265
Super built-up  Area,18-Jul,Dasarahalli,2 BHK,1333,2.0,1.0,78.56,9134
Built-up  Area,17-Sep,Hongasandra,2 BHK,1065,2.0,2.0,45.0,8491
Plot  Area,Immediate Possession,Hosur Road,,1350,,,8.44,11125
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1243,2.0,2.0,46.0,9486
Super built-up  Area,18-Dec,Old Madras Road,3 BHK,1530,3.0,2.0,76.34,14230
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,1200,2.0,1.0,65.0,8555
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1270,2.0,1.0,94.0,10265
