location,total_sqft,bhk,bath,bath_per_bhk,sqft_per_bhk,price
Gunjur,1195.0,2,2.0,1.0,597.5,50.03
Banashankari Stage VI,1160.0,2,2.0,1.0,580.0,54.6
Ramagondanahalli,1475.0,3,2.0,0.6666666666666666,491.6666666666667,65.22
Electronic City Phase II,1940.0,3,4.0,1.3333333333333333,646.6666666666666,61.87
Electronic City,970.0,2,2.0,1.0,485.0,57.32
7th Phase JP Nagar,1215.0,2,2.0,1.0,607.5,81.73
Yeshwanthpur,1850.0,3,3.0,1.0,616.6666666666666,105.21
Vittasandra,1246.0,2,2.0,1.0,623.0,65.4
Ferrar Nagar,2145.0,4,4.0,1.0,536.25,136.94
Kogilu,1190.0,2,2.0,1.0,595.0,53.24
KR Puram,950.0,2,2.0,1.0,475.0,68.03
Hosakerehalli,1085.0,2,2.0,1.0,542.5,95.24
Vidyaranyapura,1050.0,2,2.0,1.0,525.0,55.27
Tumkur Road,1789.0,3,3.0,1.0,596.3333333333334,117.54
Hennur Gardens,1490.0,3,2.0,0.6666666666666666,496.6666666666667,120.29
Margondanahalli,2400.0,2,2.0,1.0,1200.0,127.22
Uttarahalli,1540.0,3,2.0,0.6666666666666666,513.3333333333334,60.71
Yeshwanthpur,1679.0,3,3.0,1.0,559.6666666666666,90.38
Sector 2 HSR Layout,1665.0,3,3.0,1.0,555.0,90.41
Raja Rajeshwari Nagar,1640.0,3,3.0,1.0,546.6666666666666,73.5
7th Phase JP Nagar,1000.0,2,2.0,1.0,500.0,66.14
Hegde Nagar,2006.8,3,4.0,1.3333333333333333,668.9333333333333,139.41
Sarjapur  Road,1220.0,3,3.0,1.0,406.6666666666667,74.43
Whitefield,1160.0,2,2.0,1.0,580.0,107.29
Indira Nagar,3250.0,8,8.0,1.0,406.25,440.8
Kodigehaali,1442.0,3,3.0,1.0,480.6666666666667,73.7
Marathahalli,1650.0,3,3.0,1.0,550.0,158.3
Thanisandra,1050.0,2,2.0,1.0,525.0,81.21
Sonnenahalli,605.0,1,1.0,1.0,605.0,28.85
Old Madras Road,2300.0,3,3.0,1.0,766.6666666666666,130.13
Hennur Road,5100.0,5,6.0,1.2,1020.0,316.76
Pai Layout,810.0,2,2.0,1.0,405.0,34.89
Narayanapura,1485.0,3,3.0,1.0,495.0,86.93
Lavelle Road,2500.0,3,3.0,1.0,833.3333333333334,382.98
7th Phase JP Nagar,1100.0,2,2.0,1.0,550.0,72.04
Whitefield,2990.0,4,3.0,0.75,747.5,274.27
Sathya Sai Layout,6652.0,4,6.0,1.5,1663.0,707.77
Electronic City Phase II,1065.0,2,2.0,1.0,532.5,30.32
Ramagondanahalli,2787.0,4,5.0,1.25,696.75,131.1
Gunjur,1356.0,3,2.0,0.6666666666666666,452.0,61.07
Kumarapalli,1240.0,2,2.0,1.0,620.0,52.94
HBR Layout,1200.0,2,2.0,1.0,600.0,113.83
Rayasandra,1601.0,3,3.0,1.0,533.6666666666666,72.41
Ramakrishnappa Layout,1500.0,2,2.0,1.0,750.0,170.85
Whitefield,3227.0,5,5.0,1.0,645.4,325.54
VGP Layout,1000.0,2,2.0,1.0,500.0,42.92
Kanakpura Road,1339.0,2,2.0,1.0,669.5,63.46
Immadihalli,1135.0,2,2.0,1.0,567.5,55.2
Hebbal,1255.0,3,2.0,0.6666666666666666,418.3333333333333,129.93
Neeladri Nagar,4000.0,10,12.0,1.2,400.0,191.12
HSR Layout,1127.0,2,2.0,1.0,563.5,125.77
Varthur,965.0,2,2.0,1.0,482.5,84.58
Horamavu Agara,1265.0,3,2.0,0.6666666666666666,421.6666666666667,53.4
Malleshwaram,900.0,2,2.0,1.0,450.0,110.92
Sarjapur  Road,1405.0,3,3.0,1.0,468.3333333333333,81.0
Attibele,410.0,1,1.0,1.0,410.0,22.55
Hoodi,1181.0,2,2.0,1.0,590.5,105.04
Panathur,1210.0,2,2.0,1.0,605.0,110.05
Whitefield,1173.0,2,2.0,1.0,586.5,102.12
TC Palaya,900.0,2,2.0,1.0,450.0,50.41
Electronic City,1320.0,3,2.0,0.6666666666666666,440.0,81.75
Kengeri Satellite Town,1007.0,2,2.0,1.0,503.5,41.84
Kanakapura,1090.0,2,2.0,1.0,545.0,53.91
Yelahanka,1614.0,3,3.0,1.0,538.0,133.33
Uttarahalli,1525.0,3,2.0,0.6666666666666666,508.3333333333333,62.78
R.T. Nagar,1667.0,3,3.0,1.0,555.6666666666666,109.12
Choodasandra,1220.0,3,3.0,1.0,406.6666666666667,59.39
Sarjapur  Road,1879.0,3,3.0,1.0,626.3333333333334,108.02
Binny Pete,1350.0,2,2.0,1.0,675.0,118.64
TC Palaya,1200.0,3,2.0,0.6666666666666666,400.0,70.44
Bellandur,2500.0,3,4.0,1.3333333333333333,833.3333333333334,255.45
Chandapura,1400.0,2,2.0,1.0,700.0,81.48
Rachenahalli,1050.0,2,2.0,1.0,525.0,53.26
Bidadi,1600.0,2,2.0,1.0,800.0,104.56
Whitefield,1115.0,2,2.0,1.0,557.5,101.73
Hebbal,3895.0,3,3.0,1.0,1298.3333333333333,399.35
Old Madras Road,1350.0,3,3.0,1.0,450.0,83.0
Sarjapur  Road,675.0,1,1.0,1.0,675.0,37.29
Bannerghatta Road,1850.0,6,6.0,1.0,308.3333333333333,183.52
7th Phase JP Nagar,1000.0,2,2.0,1.0,500.0,66.54
Sarakki Nagar,3126.0,4,5.0,1.25,781.5,384.34
Pattanagere,850.0,2,2.0,1.0,425.0,36.42
Gubbalala,2000.0,4,4.0,1.0,500.0,116.48
Marathahalli,1550.0,3,3.0,1.0,516.6666666666666,142.1
Channasandra,3040.0,2,2.0,1.0,1520.0,108.56
Panathur,1688.0,3,3.0,1.0,562.6666666666666,161.32
Electronic City,700.0,1,1.0,1.0,700.0,39.14
HSR Layout,1009.0,2,2.0,1.0,504.5,105.29
Akshaya Nagar,1280.0,2,2.0,1.0,640.0,101.13
Whitefield,1224.0,2,2.0,1.0,612.0,116.83
Lottegolla Halli,1250.0,2,2.0,1.0,625.0,58.22
1st Phase JP Nagar,2065.0,3,4.0,1.3333333333333333,688.3333333333334,179.74
Naganathapura,1103.0,2,2.0,1.0,551.5,51.94
Haralur Road,1464.0,3,3.0,1.0,488.0,145.58
Hegde Nagar,1965.0,3,4.0,1.3333333333333333,655.0,131.81
"Judicial Layout, Kanakapura Road, ",900.0,2,2.0,1.0,450.0,43.71
Vijaya Bank Colony,1400.0,3,2.0,0.6666666666666666,466.6666666666667,60.61
Thanisandra,1200.0,3,2.0,0.6666666666666666,400.0,101.24
Ramamohanapuram,2800.0,4,3.0,0.75,700.0,505.29
Hosa Road,1726.0,3,3.0,1.0,575.3333333333334,87.82
Whitefield,1216.0,2,2.0,1.0,608.0,110.44
Whitefield,1173.0,2,2.0,1.0,586.5,102.24
Hoodi,1639.0,3,3.0,1.0,546.3333333333334,146.77
Bommasandra,1295.0,3,2.0,0.6666666666666666,431.6666666666667,53.52
Hoodi,1250.0,2,2.0,1.0,625.0,107.24
Frazer Town,5400.0,3,3.0,1.0,1800.0,697.79
Mahadevpura,1050.0,2,2.0,1.0,525.0,48.3
Yelahanka New Town,1400.0,3,2.0,0.6666666666666666,466.6666666666667,71.51
Hosur Road,3000.0,4,4.0,1.0,750.0,261.33
Electronic City,1355.0,2,2.0,1.0,677.5,83.36
Sidedahalli,1200.0,2,1.0,0.5,600.0,42.12
JP Nagar,1078.0,2,2.0,1.0,539.0,89.99
Vittasandra,1404.0,2,2.0,1.0,702.0,69.54
HSR Layout,2020.0,3,3.0,1.0,673.3333333333334,233.61
Sarjapur  Road,1525.0,3,2.0,0.6666666666666666,508.3333333333333,89.41
Malleshpalya,2592.0,4,4.0,1.0,648.0,125.79
Lakshminarayana Pura,1649.0,3,3.0,1.0,549.6666666666666,113.34
Hennur Road,1445.0,3,3.0,1.0,481.6666666666667,86.83
Kudlu,1076.0,2,2.0,1.0,538.0,46.81
Panathur,1210.0,2,2.0,1.0,605.0,112.52
Varthur,1085.0,2,2.0,1.0,542.5,99.92
4th T block Jayanagar,2401.0,3,3.0,1.0,800.3333333333334,222.14
Yelahanka,1040.0,2,2.0,1.0,520.0,86.25
Uttarahalli,1160.0,2,2.0,1.0,580.0,48.15
Raja Rajeshwari Nagar,1095.0,2,2.0,1.0,547.5,47.31
Uttarahalli,1490.0,3,2.0,0.6666666666666666,496.6666666666667,61.84
Sonnenahalli,896.0,2,2.0,1.0,448.0,42.86
Hebbal,4225.0,4,6.0,1.5,1056.25,474.47
Virat Nagar,1205.0,2,2.0,1.0,602.5,54.98
Akshaya Nagar,1280.0,2,2.0,1.0,640.0,100.94
"Yelahanka,MVIT college",10030.0,1,1.0,1.0,10030.0,139.32
Thigalarapalya,1418.0,2,2.0,1.0,709.0,104.21
Gottigere,1500.0,3,3.0,1.0,500.0,68.73
Lingadheeranahalli,1682.0,3,3.0,1.0,560.6666666666666,112.64
6th Phase JP Nagar,1280.0,2,2.0,1.0,640.0,90.84
Sarjapur,633.0,1,1.0,1.0,633.0,54.87
Subramanyapura,1277.0,2,2.0,1.0,638.5,69.7
Green Glen Layout,1485.0,3,3.0,1.0,495.0,97.45
B Narayanapura,1405.0,3,2.0,0.6666666666666666,468.3333333333333,65.01
Old Madras Road,2990.0,3,5.0,1.6666666666666667,996.6666666666666,174.38
Marathahalli,1196.0,2,2.0,1.0,598.0,110.18
2nd Block Jayanagar,1718.0,3,3.0,1.0,572.6666666666666,229.75
Race Course Road,2500.0,4,4.0,1.0,625.0,394.42
Ramagondanahalli,845.0,2,2.0,1.0,422.5,36.97
Domlur,1650.0,3,3.0,1.0,550.0,200.57
8th Phase JP Nagar,1073.5,2,2.0,1.0,536.75,46.57
Ananth Nagar,1200.0,4,3.0,0.75,300.0,32.87
Jakkur,1290.0,2,2.0,1.0,645.0,78.11
Kengeri,2500.0,5,4.0,0.8,500.0,157.28
Electronic City Phase II,1310.0,3,2.0,0.6666666666666666,436.6666666666667,38.92
Kudlu,1027.0,2,2.0,1.0,513.5,45.36
Nagarbhavi,1200.0,3,3.0,1.0,400.0,105.43
Bellandur,1251.0,2,2.0,1.0,625.5,131.27
Hosakerehalli Layout,2500.0,7,6.0,0.8571428571428571,357.14285714285717,154.12
Annasandrapalya,3500.0,4,4.0,1.0,875.0,156.49
Thomas Town,1300.0,2,2.0,1.0,650.0,61.83
JP Nagar,1100.0,2,2.0,1.0,550.0,100.04
Rahmath Nagar,1400.0,3,3.0,1.0,466.6666666666667,98.91
Whitefield,2400.0,4,4.0,1.0,600.0,223.97
Huskur,1400.0,3,2.0,0.6666666666666666,466.6666666666667,41.22
Sarjapur  Road,1290.0,2,2.0,1.0,645.0,73.19
Amruthnagar,1210.0,2,2.0,1.0,605.0,59.7
Doddakammanahalli,1119.0,3,2.0,0.6666666666666666,373.0,44.91
Dairy Circle,3730.0,4,6.0,1.5,932.5,455.28
5th Phase JP Nagar,1075.0,2,2.0,1.0,537.5,56.13
Kodigehaali,1320.0,3,3.0,1.0,440.0,63.68
Kundalahalli,1724.0,3,3.0,1.0,574.6666666666666,136.16
Hennur Road,1085.0,2,2.0,1.0,542.5,63.53
Yeshwanthpur,1855.0,3,3.0,1.0,618.3333333333334,107.27
7th Phase JP Nagar,1675.0,3,2.0,0.6666666666666666,558.3333333333334,114.4
TC Palaya,4800.0,4,3.0,0.75,1200.0,279.36
Sarjapur  Road,10000.0,5,4.0,0.8,2000.0,635.4
Bisuvanahalli,1075.0,3,3.0,1.0,358.3333333333333,43.72
Doddathoguru,1783.0,3,3.0,1.0,594.3333333333334,64.12
Thanisandra,1265.0,2,2.0,1.0,632.5,103.53
Gopalkrishna Nagar,1165.0,2,2.0,1.0,582.5,70.19
Green View Layout,1007.0,2,2.0,1.0,503.5,39.25
Old Madras Road,2600.0,4,4.0,1.0,650.0,155.95
Wilson Garden,735.0,1,1.0,1.0,735.0,70.35
Haralur Road,3400.0,4,5.0,1.25,850.0,364.99
Akshaya Vana,4000.0,4,4.0,1.0,1000.0,174.28
Lingadheeranahalli,2240.0,4,4.0,1.0,560.0,150.12
Akshya Nagar,2400.0,6,6.0,1.0,400.0,143.18
Cox Town,1250.0,2,2.0,1.0,625.0,93.15
Mysore Road,1029.5,2,2.0,1.0,514.75,50.16
Anantapura,1600.0,3,3.0,1.0,533.3333333333334,81.06
Mico Layout,800.0,2,2.0,1.0,400.0,29.78
Thanisandra,1595.0,3,3.0,1.0,531.6666666666666,132.59
Hormavu,1310.0,2,2.0,1.0,655.0,63.12
TC Palaya,1152.0,2,2.0,1.0,576.0,62.95
Malleshwaram,2475.0,3,4.0,1.3333333333333333,825.0,324.45
Attibele,418.0,1,1.0,1.0,418.0,22.42
Thigalarapalya,2072.0,3,4.0,1.3333333333333333,690.6666666666666,160.91
Mysore Road,1200.0,2,2.0,1.0,600.0,58.07
Yelahanka New Town,960.0,1,2.0,2.0,960.0,47.14
Kaggadasapura,2100.0,5,5.0,1.0,420.0,214.77
Hosakerehalli,1500.0,4,3.0,0.75,375.0,142.43
Attibele,400.0,1,1.0,1.0,400.0,21.43
Electronic City Phase II,1135.0,2,2.0,1.0,567.5,32.05
Hebbal,1255.0,3,2.0,0.6666666666666666,418.3333333333333,125.37
Kasavanhalli,1585.0,2,2.0,1.0,792.5,93.12
6th Phase JP Nagar,1645.0,3,3.0,1.0,548.3333333333334,107.11
Electronic City,630.0,1,1.0,1.0,630.0,35.05
NRI Layout,1565.0,3,2.0,0.6666666666666666,521.6666666666666,87.11
Kudlu,1027.0,2,2.0,1.0,513.5,43.85
Hormavu,1129.0,2,2.0,1.0,564.5,54.45
Hormavu,1250.0,2,2.0,1.0,625.0,57.75
Hosa Road,1680.0,3,3.0,1.0,560.0,82.61
Hulimavu,3035.0,3,5.0,1.6666666666666667,1011.6666666666666,176.39
Harlur,1762.0,3,3.0,1.0,587.3333333333334,181.59
Bikasipura,1450.0,3,3.0,1.0,483.3333333333333,86.38
Sahakara Nagar,1350.0,3,3.0,1.0,450.0,89.33
Uttarahalli,1350.0,3,2.0,0.6666666666666666,450.0,55.35
Haralur Road,1194.0,2,2.0,1.0,597.0,107.27
Electronic City,1070.0,2,2.0,1.0,535.0,64.47
Benson Town,2850.0,3,4.0,1.3333333333333333,950.0,424.85
Bellari Road,1050.0,2,2.0,1.0,525.0,42.87
Doopanahalli,1340.0,3,2.0,0.6666666666666666,446.6666666666667,122.3
Channasandra,1115.0,2,2.0,1.0,557.5,39.98
Hormavu,1604.0,3,3.0,1.0,534.6666666666666,81.85
Horamavu Banaswadi,925.0,2,2.0,1.0,462.5,38.05
Bannerghatta,3012.0,4,6.0,1.5,753.0,216.95
Electronic City,1152.0,2,2.0,1.0,576.0,67.42
Hennur,1830.0,3,2.0,0.6666666666666666,610.0,143.76
"ECC Road, Whitefield, ",1132.0,2,2.0,1.0,566.0,68.52
Margondanahalli,1200.0,2,2.0,1.0,600.0,67.52
Dodda Nekkundi,1804.0,3,3.0,1.0,601.3333333333334,79.09
"Judicial Layout, Kanakapura Road, ",1100.0,3,3.0,1.0,366.6666666666667,57.21
Nandini Layout,1200.0,2,2.0,1.0,600.0,112.61
Shivaji Nagar,2200.0,2,2.0,1.0,1100.0,161.57
Srinivas Colony,4400.0,3,3.0,1.0,1466.6666666666667,1239.04
JP Nagar,820.0,2,2.0,1.0,410.0,68.92
Gowdanapalya,600.0,2,2.0,1.0,300.0,40.19
Mysore Road,1410.0,3,2.0,0.6666666666666666,470.0,68.39
Jalahalli,1770.0,3,3.0,1.0,590.0,116.64
Kammagondahalli,1263.0,2,2.0,1.0,631.5,53.92
Byatarayanapura,1300.0,2,2.0,1.0,650.0,84.75
Channasandra,1175.0,2,2.0,1.0,587.5,43.36
Rajaji Nagar,2500.0,3,3.0,1.0,833.3333333333334,359.7
Begur Road,1200.0,2,2.0,1.0,600.0,84.84
Hosakerehalli,1590.0,3,3.0,1.0,530.0,159.0
near Ramanashree California resort,3600.0,6,4.0,0.6666666666666666,600.0,172.87
Kalena Agrahara,1270.0,2,2.0,1.0,635.0,65.63
Begur Road,1200.0,2,2.0,1.0,600.0,79.69
Sarjapur  Road,1691.0,3,3.0,1.0,563.6666666666666,102.09
Hegde Nagar,3000.0,6,7.0,1.1666666666666667,500.0,224.04
R.T. Nagar,2800.0,4,4.0,1.0,700.0,191.94
Electronic City,1100.0,2,2.0,1.0,550.0,64.66
Kanakpura Road,1339.0,2,2.0,1.0,669.5,65.89
Annapurneshwari Nagar,2400.0,4,4.0,1.0,600.0,360.74
Hulimavu,1231.0,2,2.0,1.0,615.5,71.61
Subash Nagar,1150.0,2,2.0,1.0,575.0,57.17
Jigani,1252.0,3,3.0,1.0,417.3333333333333,66.48
Sonnenahalli,1059.0,2,2.0,1.0,529.5,52.46
Electronic City Phase II,1025.0,2,2.0,1.0,512.5,31.02
Harlur,1620.0,3,3.0,1.0,540.0,160.57
Prashanth Nagar,4050.0,5,4.0,0.8,810.0,510.22
Hegde Nagar,2162.03,3,4.0,1.3333333333333333,720.6766666666667,139.34
Basapura,1301.0,2,2.0,1.0,650.5,61.88
Raja Rajeshwari Nagar,1280.0,3,3.0,1.0,426.6666666666667,52.56
Chinnapanahalli,1020.0,2,2.0,1.0,510.0,41.91
Prasanna layout Herohalli,1800.0,6,5.0,0.8333333333333334,300.0,156.53
Arehalli,1350.0,3,2.0,0.6666666666666666,450.0,69.84
1st Stage Indira Nagar,1400.0,2,2.0,1.0,700.0,84.53
Anantapura,1200.0,2,2.0,1.0,600.0,56.47
Harlur,1758.0,3,3.0,1.0,586.0,175.76
5th Phase JP Nagar,1200.0,2,2.0,1.0,600.0,60.32
Electronic City,1025.0,2,2.0,1.0,512.5,63.1
Harlur,936.0,2,2.0,1.0,468.0,92.63
Anand Nagar,1060.0,2,2.0,1.0,530.0,71.26
R.T. Nagar,1200.0,2,2.0,1.0,600.0,78.91
Whitefield,1216.0,2,2.0,1.0,608.0,110.63
Jalahalli,1569.0,3,3.0,1.0,523.0,100.75
Sarjapur  Road,835.0,1,1.0,1.0,835.0,45.13
Crimson Layout,1830.0,3,3.0,1.0,610.0,91.98
Yelahanka,1408.0,2,2.0,1.0,704.0,113.7
Prithvi Layout,1352.0,2,2.0,1.0,676.0,91.68
Nagavarapalya,1392.0,2,2.0,1.0,696.0,103.18
Siddapura,5480.0,3,4.0,1.3333333333333333,1826.6666666666667,432.04
Bannerghatta Road,1550.0,3,3.0,1.0,516.6666666666666,149.78
AMS Layout,1650.0,3,2.0,0.6666666666666666,550.0,95.8
Whitefield,1024.0,2,2.0,1.0,512.0,93.32
Harlur,1757.0,3,3.0,1.0,585.6666666666666,162.86
Sarjapur,625.0,1,1.0,1.0,625.0,53.24
Haralur Road,1875.0,3,3.0,1.0,625.0,185.74
Kudlu Gate,1310.0,2,2.0,1.0,655.0,103.66
Hosa Road,1063.0,2,2.0,1.0,531.5,50.04
Belathur,1081.0,2,2.0,1.0,540.5,42.7
Kannamangala,957.0,2,2.0,1.0,478.5,53.94
Meenakunte,4111.0,4,4.0,1.0,1027.75,267.83
Chikkalasandra,1325.0,2,2.0,1.0,662.5,56.54
Horamavu Banaswadi,1272.0,2,2.0,1.0,636.0,53.55
Hosakerehalli,2480.0,3,4.0,1.3333333333333333,826.6666666666666,239.87
Divya Unnathi Layout,1141.0,2,2.0,1.0,570.5,44.4
Padmanabhanagar,1708.0,3,2.0,0.6666666666666666,569.3333333333334,99.49
Banashankari Stage III,1305.0,3,2.0,0.6666666666666666,435.0,65.25
Begur Road,1410.0,3,2.0,0.6666666666666666,470.0,104.17
Hoskote,1250.0,3,3.0,1.0,416.6666666666667,44.18
Hulimavu,688.0,1,1.0,1.0,688.0,36.28
Harlur,2820.0,4,4.0,1.0,705.0,282.56
Sarjapur  Road,2145.0,3,3.0,1.0,715.0,117.72
BTM Layout,1470.0,3,2.0,0.6666666666666666,490.0,144.22
Kanakapura,1450.0,3,3.0,1.0,483.3333333333333,71.89
Electronic City,1070.0,2,2.0,1.0,535.0,62.18
Chandapura,645.0,1,1.0,1.0,645.0,39.66
Sri Venkateshpura Layout,1050.0,2,2.0,1.0,525.0,42.98
Koramangala,1710.0,3,3.0,1.0,570.0,247.64
Byrasandra,1390.0,3,2.0,0.6666666666666666,463.3333333333333,69.08
Anekal,766.0,2,2.0,1.0,383.0,34.9
7th Phase JP Nagar,1100.0,2,2.0,1.0,550.0,74.76
Kathriguppe,1350.0,3,3.0,1.0,450.0,85.52
Kengeri Satellite Town,930.0,1,1.0,1.0,930.0,37.0
Koramangala,1900.0,3,3.0,1.0,633.3333333333334,274.99
Thanisandra,1276.0,2,2.0,1.0,638.0,103.24
Hennur,1285.0,2,2.0,1.0,642.5,103.98
Electronic City Phase II,1310.0,3,2.0,0.6666666666666666,436.6666666666667,39.01
Vajarahalli,945.0,2,2.0,1.0,472.5,51.76
Rachenahalli,985.0,2,2.0,1.0,492.5,46.62
Kengeri,750.0,2,2.0,1.0,375.0,45.95
Electronic City,635.0,1,1.0,1.0,635.0,36.14
Nagondanahalli,1095.0,2,2.0,1.0,547.5,44.37
Chinnapanahalli,1010.0,2,2.0,1.0,505.0,41.3
Whitefield,1170.0,2,2.0,1.0,585.0,101.18
Electronic City,1025.0,2,2.0,1.0,512.5,60.27
Koramangala,1744.0,3,4.0,1.3333333333333333,581.3333333333334,263.1
Gubbalala,4000.0,4,5.0,1.25,1000.0,236.08
Kalyan nagar,1800.0,3,3.0,1.0,600.0,98.71
Vittasandra,1246.0,2,2.0,1.0,623.0,65.44
7th Phase JP Nagar,1500.0,4,5.0,1.25,375.0,101.16
Kothanur,3400.0,4,5.0,1.25,850.0,184.86
Banashankari,1175.0,2,2.0,1.0,587.5,101.26
Thanisandra,1884.0,3,4.0,1.3333333333333333,628.0,150.32
Yelahanka,1180.0,3,3.0,1.0,393.3333333333333,98.55
Rajaji Nagar,2400.0,5,5.0,1.0,480.0,364.85
Margondanahalli,1000.0,2,2.0,1.0,500.0,55.87
GM Palaya,1000.0,2,2.0,1.0,500.0,43.99
5th Phase JP Nagar,1041.0,2,2.0,1.0,520.5,51.13
1st Block Koramangala,860.0,2,2.0,1.0,430.0,81.29
Electronic City Phase II,1000.0,2,2.0,1.0,500.0,29.61
Vittal Nagar,1000.0,2,2.0,1.0,500.0,45.06
Nallurhalli,1250.0,2,2.0,1.0,625.0,67.65
SRINIVASAPURA,1525.0,3,3.0,1.0,508.3333333333333,68.91
Kanakpura Road,1041.0,2,2.0,1.0,520.5,53.67
Electronic City,995.0,2,2.0,1.0,497.5,61.72
Dodda Nekkundi Extension,1950.0,3,2.0,0.6666666666666666,650.0,112.09
Marathahalli,957.0,2,2.0,1.0,478.5,86.35
Electronic City Phase II,1140.0,2,2.0,1.0,570.0,36.51
Thanisandra,1460.0,2,2.0,1.0,730.0,122.52
Thanisandra,2030.0,3,4.0,1.3333333333333333,676.6666666666666,175.09
Kengeri Satellite Town,1072.0,2,2.0,1.0,536.0,43.65
Devanahalli,1200.0,1,1.0,1.0,1200.0,59.87
Anandapura,1475.0,4,2.0,0.5,368.75,67.32
Konanakunte Cross,1200.0,3,2.0,0.6666666666666666,400.0,58.82
5th Phase JP Nagar,1400.0,3,2.0,0.6666666666666666,466.6666666666667,71.13
Bisuvanahalli,845.0,2,2.0,1.0,422.5,31.57
Vidyaranyapura,1120.0,2,2.0,1.0,560.0,54.05
Cambridge Layout,1950.0,3,3.0,1.0,650.0,228.62
Yelahanka,1890.0,3,3.0,1.0,630.0,158.78
Thanisandra,1678.0,3,3.0,1.0,559.3333333333334,138.42
7th Phase JP Nagar,1650.0,3,3.0,1.0,550.0,112.99
Yelahanka,1050.0,2,2.0,1.0,525.0,85.5
Sarjapur  Road,1028.0,2,2.0,1.0,514.0,56.51
Nagarbhavi,1250.0,2,3.0,1.5,625.0,99.79
Meenakunte,4050.0,3,3.0,1.0,1350.0,255.47
Ambedkar Nagar,1409.0,2,2.0,1.0,704.5,94.76
Sarjapur  Road,2425.0,4,5.0,1.25,606.25,146.83
kg halli jalhalli west,980.0,3,3.0,1.0,326.6666666666667,83.69
Uttarahalli,1250.0,3,2.0,0.6666666666666666,416.6666666666667,52.16
Yelenahalli,1159.0,2,2.0,1.0,579.5,44.52
Chandapura,975.0,2,2.0,1.0,487.5,55.65
Harlur,1749.0,3,3.0,1.0,583.0,180.69
Devanahalli,1360.0,2,2.0,1.0,680.0,66.0
Sarjapur  Road,1435.0,3,3.0,1.0,478.3333333333333,82.96
Jigani,3170.0,4,5.0,1.25,792.5,180.12
Bannerghatta Road,2700.0,5,5.0,1.0,540.0,255.91
Doddaballapur,1690.0,4,3.0,0.75,422.5,130.03
Rajaji Nagar,2409.0,3,3.0,1.0,803.0,340.08
LB Shastri Nagar,1200.0,2,2.0,1.0,600.0,67.66
Kaggadasapura,2400.0,5,4.0,0.8,480.0,236.42
Gunjur Palya,830.0,2,2.0,1.0,415.0,31.36
Kanakpura Road,1240.0,2,2.0,1.0,620.0,60.13
Hoodi,1105.0,2,2.0,1.0,552.5,101.77
Ramagondanahalli,2257.0,3,3.0,1.0,752.3333333333334,99.71
Munnekollal,1080.0,2,2.0,1.0,540.0,52.2
Kanakpura Road,525.0,1,1.0,1.0,525.0,25.84
Electronic City,2400.0,3,2.0,0.6666666666666666,800.0,146.3
Banashankari,1425.0,3,3.0,1.0,475.0,124.76
Kenchenahalli,870.0,2,1.0,0.5,435.0,44.87
Frazer Town,4100.0,4,4.0,1.0,1025.0,495.24
Electronic City,1070.0,2,2.0,1.0,535.0,65.22
Devi Nagar,2000.0,3,3.0,1.0,666.6666666666666,110.2
Hebbal,4235.0,4,4.0,1.0,1058.75,435.36
Rachenahalli,1050.0,2,2.0,1.0,525.0,52.2
Ramamurthy Nagar,1500.0,3,3.0,1.0,500.0,78.44
Ramamurthy Nagar,600.0,1,1.0,1.0,600.0,26.79
Bellandur,982.0,2,2.0,1.0,491.0,96.14
Hegde Nagar,1847.0,3,3.0,1.0,615.6666666666666,126.76
Yemlur,11000.0,4,5.0,1.25,2750.0,1892.44
"Hoodi Circle, ",1629.0,3,3.0,1.0,543.0,81.87
Jalahalli West,1020.0,2,2.0,1.0,510.0,51.39
Akshaya Nagar,1820.0,3,4.0,1.3333333333333333,606.6666666666666,150.79
Ramagondanahalli,9600.0,5,6.0,1.2,1920.0,468.19
Govindaraja Nagar Ward,840.0,2,2.0,1.0,420.0,81.59
Kodichikkanahalli,1190.0,3,2.0,0.6666666666666666,396.6666666666667,55.58
Marathahalli,1200.0,2,2.0,1.0,600.0,104.59
Kogilu,2456.0,7,7.0,1.0,350.85714285714283,126.68
Gottigere,1435.0,3,2.0,0.6666666666666666,478.3333333333333,61.65
Chikkalasandra,1375.0,3,2.0,0.6666666666666666,458.3333333333333,61.32
LB Shastri Nagar,1184.0,2,2.0,1.0,592.0,62.14
Rachenahalli,1530.0,3,2.0,0.6666666666666666,510.0,77.37
Nagavarapalya,1392.0,2,2.0,1.0,696.0,109.8
Sarjapur  Road,1680.0,3,3.0,1.0,560.0,99.57
Lakshminarayana Pura,1149.0,2,2.0,1.0,574.5,73.57
Ramamurthy Nagar,1334.0,2,2.0,1.0,667.0,66.29
Electronic City Phase II,1025.0,2,2.0,1.0,512.5,29.49
Dodda Nekkundi Extension,1864.0,3,3.0,1.0,621.3333333333334,111.32
Electronic City Phase II,975.0,3,2.0,0.6666666666666666,325.0,28.19
2nd Block Hrbr Layout,1350.0,4,4.0,1.0,337.5,99.87
Sarjapur  Road,1034.0,2,2.0,1.0,517.0,59.23
Kanakpura Road,1223.0,3,2.0,0.6666666666666666,407.6666666666667,61.14
Haralur Road,1194.0,2,2.0,1.0,597.0,110.52
Bellandur,1717.0,3,3.0,1.0,572.3333333333334,172.56
Sarjapur,1200.0,2,2.0,1.0,600.0,112.48
